24364,8481,478,17,NOS,18,-40,F,4875.6,4875.6,0,4875.6
24365,8481,235,3,NOS,18,0,F,705,705,0,705
24366,8481,901,2,NOS,18,-37,F,1135.26,1135.26,0,1135.26
24367,8481,4160,1,NOS,18,-25,F,3120,3120,0,3120
24368,8481,2135,1,NOS,18,-25,F,1601.25,1601.25,0,1601.25
24369,8481,3547,2,NOS,18,-37,F,4469.22,4469.22,0,4469.22
24370,8481,570,38,NOS,18,-37,F,13645.8,13645.8,0,13645.8
24371,8481,4748,3,NOS,18,-40,F,8546.4,8546.4,0,8546.4
24372,8481,10318,1,NOS,18,-35,F,6706.7,6706.7,0,6706.7
24373,8481,324,2,NOS,18,-15,F,550.8,,,0
24373,8481,480,1,NOS,18,-15,F,408,958.8,0,958.8
24374,8481,3004,2,NOS,18,-45,F,3304.4,3304.4,0,3304.4
24375,8481,10141,4,NOS,18,-37,F,25555.32,25555.32,0,25555.32
24376,8481,270,6,NOS,18,0,T,1620,1620,0,1620
24377,8481,510,12,NOS,18,-40,F,3672,,,0
24377,8481,725,6,NOS,18,-40,F,2610,,,0
24377,8481,927,6,NOS,18,-40,F,3337.2,,,0
24377,8481,2119,6,NOS,18,-40,F,7628.4,17247.6,0,17247.6
24378,8481,2650,2,NOS,18,-40,F,3180,3180,0,3180
24379,8481,633,3,NOS,18,-37,F,1196.37,,,0
24379,8481,895,1,NOS,18,-37,F,563.85,1760.22,0,1760.22
24380,8481,2970,1,NOS,18,-35,F,1930.5,1930.5,0,1930.5
24381,8481,2210,4,NOS,18,-27,T,6453.2,6453.2,100,6553.2
24382,8481,1010,2,NOS,18,-10,F,1818,1818,0,1818
24383,8481,430.36,12,NOS,18,0,F,5164.32,5164.32,,5164.32
24384,8481,2160,6,NOS,18,0,F,12960,12960,0,12960
24385,8481,2160,1,NOS,18,-15,T,1836,,,0
24385,8481,2882,1,NOS,18,-15,T,2449.7,4285.7,0,4285.7
24386,8481,1444,16,NOS,18,-20,F,18483.2,18483.2,0,18483.2
24387,8481,1363,1,NOS,18,-20,F,1090.4,,,0
24387,8481,2302,1,NOS,18,-20,F,1841.6,2932,200,3132
24388,8481,676,6,NOS,18,-18,T,3325.92,,,0
24388,8481,2642,2,NOS,18,-18,T,4332.88,7658.8,0,7658.8
24389,7307,100,2,NOS,18,0,T,200,,,0
24389,7307,510,2,NOS,18,0,T,1020,,,0
24389,8481,901,2,NOS,18,-38,T,1117.24,,,0
24389,8481,1350,2,NOS,18,-38,T,1674,,,0
24389,8481,3911,3,NOS,18,-38,T,7274.46,11285.7,0,11285.7
24390,8481,742,6,NOS,18,-37,T,2804.76,,,0
24390,8481,927,19,NOS,18,-37,T,11096.19,,,0
24390,8481,2345,4,NOS,18,-37,T,5909.4,19810.35,150,19960.35
24391,8481,415,200,NOS,18,-43,F,47310,47310,360,47670
24392,8481,3004,10,NOS,18,-45,F,16522,16522,0,16522
24393,8481,742,23,NOS,18,-37,F,10751.58,,,0
24393,8481,1258,8,NOS,18,-37,F,6340.32,,,0
24393,8481,2104,23,NOS,18,-37,F,30486.96,,,0
24393,8481,2493,8,NOS,18,-37,F,12564.72,,,0
24393,8481,2650,5,NOS,18,-37,F,8347.5,,,0
24393,8481,4573,5,NOS,18,-37,F,14404.95,82896.03,0,82896.03
24394,8481,707,40,NOS,18,-40,F,16968,,,0
24394,8481,1507,36,NOS,18,-40,F,32551.2,49519.2,400,49919.2
24395,8481,4573,6,NOS,18,-40,F,16462.8,16462.8,200,16662.8
24396,8481,1321,7,NOS,18,-37,F,5825.61,5825.61,0,5825.61
24397,8481,2098,2,NOS,18,-37,F,2643.48,,,0
24397,8481,3074,5,NOS,18,-37,F,9683.1,,,0
24397,8481,3540,1,NOS,18,-37,F,2230.2,,,0
24397,8481,6470,2,NOS,18,-37,F,8152.2,22708.98,0,22708.98
24398,8481,305,600,NOS,18,-40,F,109800,109800,0,109800
24399,7307,12,1,NOS,18,0,F,12,,,0
24399,7307,75,2,NOS,18,0,F,150,,,0
24399,8481,1971,2,NOS,18,-35,F,2562.3,2724.3,0,2724.3
24400,8481,2100,24,NOS,18,-10,F,45360,45360,150,45510
24401,8481,3157,2,NOS,18,-39,F,3851.54,3851.54,100,3951.54
24402,8481,2650,3,NOS,18,-37,F,5008.5,5008.5,0,5008.5
24403,8481,1814,1,NOS,18,-40,F,1088.4,1088.4,100,1188.4
24404,8481,1077,2,NOS,18,-38,F,1335.48,,,0
24404,8481,1408,1,NOS,18,-38,F,872.96,2208.44,0,2208.44
24405,8481,16893,2,NOS,18,-15,F,28718.1,28718.1,0,28718.1
24406,8481,3850,20,NOS,18,-37,F,48510,,,0
24406,8481,10141,20,NOS,18,-37,F,127776.6,176286.6,0,176286.6
24407,8481,22358,1,NOS,18,-40,F,13414.8,,,0
24407,8481,26315,1,NOS,18,-40,F,15789,29203.8,0,29203.8
24408,8481,1507,11,NOS,18,-40,F,9946.2,,,0
24408,8481,2493,1,NOS,18,-40,F,1495.8,11442,200,11642
24409,8481,28934,1,NOS,18,-35,F,18807.1,18807.1,1250,20057.1
24410,8481,2324,1,NOS,18,-45,F,1278.2,,,0
24410,8481,3004,1,NOS,18,-45,F,1652.2,,,0
24410,8481,3023,1,NOS,18,-45,F,1662.65,4593.05,0,4593.05
24411,8481,343,6,NOS,18,-20,F,1646.4,,,0
24411,8481,515,6,NOS,18,-20,F,2472,,,0
24411,8481,1115,3,NOS,18,-20,F,2676,,,0
24411,8481,2317,3,NOS,18,-20,F,5560.8,12355.2,200,12555.2
24412,8481,1841,8,NOS,18,-25,F,11046,,,0
24412,8481,2160,4,NOS,18,-25,F,6480,,,0
24412,8481,2303,2,NOS,18,-25,F,3454.5,,,0
24412,8481,3817,18,NOS,18,-25,F,51529.5,,,0
24412,8481,5171,1,NOS,18,-25,F,3878.25,,,0
24412,8481,5171,11,NOS,18,-25,F,42660.75,,,0
24412,8481,5984,6,NOS,18,-25,F,26928,145977,0,145977
24413,8481,742,24,NOS,18,-37,F,11219.04,,,0
24413,8481,1258,45,NOS,18,-37,F,35664.3,,,0
24413,8481,2493,25,NOS,18,-37,F,39264.75,,,0
24413,8481,2650,20,NOS,18,-37,F,33390,119538.09,0,119538.09
24414,8481,3157,2,NOS,18,-39,F,3851.54,3851.54,0,3851.54
24415,8481,557,12,NOS,18,-32,F,4545.12,,,0
24415,8481,2856,2,NOS,18,-32,F,3884.16,,,0
24415,8481,3329,2,NOS,18,-32,F,4527.44,,,0
24415,8481,4925,2,NOS,18,-32,F,6698,,,0
24415,8481,6300,6,NOS,18,-32,F,25704,,,0
24415,8481,8379,4,NOS,18,-32,F,22790.88,,,0
24415,8481,15026,1,NOS,18,-32,F,10217.68,78367.28,0,78367.28
,,,,,,,,,,,
,,,2368,,,,,1467238.35,1467238.35,4010,1471248.35
